Reference sample	Sample	Species	Common name	Family taxon	Superkingdom	Kingdom	Phylum	Subphylum	Class	Superclass	Infraclass	Order
ilPhiVetu1	ilPhiVetu1	Philereme vetulata	brown scallop	82593	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilPhlMeti2	ilPhlMeti2	Phlogophora meticulosa	angle shades	7100	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilPhrFuli1	ilPhrFuli1	Phragmatobia fuliginosa	ruby tiger	695564	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilPieBrab1	ilPieBrab1	Pieris brassicae	large white	7114	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilPieNapi4	ilPieNapi1	Pieris napi	green veined white	7114	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilPieNapi4	ilPieNapi4	Pieris napi	green veined white	7114	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilPieRapa1	ilPieRapa1	Pieris rapae	small white	7114	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilPleArgu1	ilPleArgu1	Plebejus argus	silver studded blue	27544	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilPluXylo3	ilPluXylo3	Plutella xylostella	diamondback moth	51653	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilPolIcar1	ilPolIcar1	Polyommatus icarus	common blue	27544	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilPolLich1	ilPolLich1	Polymixis lichenea	.	7100	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilProPyga1	ilProPyga1	Protodeltote pygarga	marbled white spot	7100	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilPtiCapc1	ilPtiCapc1	Ptilodon capucinus	coxcomb prominent	37571	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilPyrFari1	ilPyrFari1	Pyralis farinalis	.	7135	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilPyrMalv3	ilPyrMalv3	Pyrgus malvae	grizzled skipper	40093	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilSatPavo1	ilSatPavo1	Saturnia pavonia	emperor moth	7117	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilSchCost1	ilSchCost1	Schrankia costaestrigalis	pinion streaked snout	695564	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilSelDent1	ilSelDent1	Selenia dentaria	early thorn	82593	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilSesApif2	ilSesApif2	Sesia apiformis	hornet moth	106496	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilSesBemb1	ilSesBemb1	Sesia bembeciformis	lunar hornet clearwing	106496	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilShaVerb5	ilShaVerb5	Shargacucullia verbasci	mullein moth	7100	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilSphPina1	ilSphPina1	Sphinx pinastri	pine hawkmoth	7128	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilSpiLubr1	ilSpiLubr1	Spilosoma lubricipeda	white ermine	695564	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilSpiLutu1	ilSpiLutu1	Spilarctia lutea	buff ermine	695564	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilSteBipu1	ilSteBipu1	Stenoptilia bipunctidactyla	twin spot plume	186111	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilSynAndr1	ilSynAndr1	Synanthedon andrenaeformis	orange tailed clearwing	106496	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilSynForm1	ilSynForm1	Synanthedon formicaeformis	red tipped clearwing	106496	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilSynMyop1	ilSynMyop1	Synanthedon myopaeformis	red belted clearwing	106496	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilSynTipu2	ilSynTipu2	Synanthedon tipuliformis	currant clearwing	106496	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilSynVesp1	ilSynVesp1	Synanthedon vespiformis	yellow legged clearwing	106496	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilTelLucu1	ilTelLucu1	Teleiodes luculella	crescent groundling	32434	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilThaMatu1	ilThaMatu1	Thalpophila matura	straw underwing	7100	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilTheBrit1	ilTheBrit1	Thera britannica	spruce carpet	82593	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilTheObel3	ilTheObel3	Thera obeliscata	.	82593	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilThoDeci1	ilThoDeci1	Tholera decimalis	feathered gothic	7100	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilThuSene1	ilThuSene1	Thumatha senex	round winged muslin	695564	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilThyBati1	ilThyBati1	Thyatira batis	peach blossom	104425	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilThySylv1	ilThySylv1	Thymelicus sylvestris	small skipper	40093	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilTilAura1	ilTilAura1	Tiliacea aurago	barred sallow	7100	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilTinPell1	ilTinPell1	Tinea pellionella	casemaking clothes moth	41012	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilTinSemi1	ilTinSemi1	Tinea semifulvella	fulvous clothes moth	41012	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilTinTrin1	ilTinTrin1	Tinea trinotella	bird's nest moth	41012	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilTorAlte1	ilTorAlte1	Tortricodes alternella	winter shade	7139	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilTriEmor1	ilTriEmor1	Trisateles emortualis	olive crescent	7100	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilTyrJaco4	ilTyrJaco4	Tyria jacobaeae	cinnabar moth	695564	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilUdeOliv2	ilUdeOliv2	Udea olivalis	olive pearl	268499	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilVanAtal1	ilVanAtal1	Vanessa atalanta	red admiral	33415	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilVanCard2	ilVanCard2	Vanessa cardui	painted lady	33415	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilWatBina1	ilWatBina1	Watsonalla binaria	oak hook tip	104425	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilXanIcte2	ilXanIcte2	Xanthia icteritia	.	7100	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilXanSpad1	ilXanSpad1	Xanthorhoe spadicearia	red twin spot carpet	82593	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilXesCnig1	ilXesCnig1	Xestia c-nigrum	setaceous Hebrew character	7100	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilXesSexs1	ilXesSexs1	Xestia sexstrigata	six striped rustic	7100	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilXesXant1	ilXesXant1	Xestia xanthographa	square spot rustic	7100	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilXylAreo1	ilXylAreo1	Xylocampa areola	.	7100	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilYpoCagn1	ilYpoCagn1	Yponomeuta cagnagella	spindle ermine	33464	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilYpoCagn1	ilYpoCagn5	Yponomeuta cagnagella	spindle ermine	33464	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilYpoPade2	ilYpoPade1	Yponomeuta cagnagella	spindle ermine	33464	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilYpoPade2	ilYpoPade2	Yponomeuta cagnagella	spindle ermine	33464	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilYpoPlub1	ilYpoPlub1	Yponomeuta plumbellus	black tipped ermine	33464	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilYpoRore1	ilYpoRore1	Yponomeuta malinellus	apple ermine moth	33464	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilYpoSedl1	ilYpoSedl1	Yponomeuta sedellus	grey ermine	33464	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilYpsScab1	ilYpsScab1	Ypsolopha scabrella	wainscot smudge	687156	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilYpsSequ2	ilYpsSequ2	Ypsolopha sequella	pied smudge	687156	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilZeuPyri1	ilZeuPyri1	Zeuzera pyrina	leopard moth	186108	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
ilZygFili1	ilZygFili1	Zygaena filipendulae	6 spot burnet	115354	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Amphiesmenoptera
inChrCarn1	inChrCarn1	Chrysoperla carnea	common green lacewing	7520	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Neuropterida
ioIscEleg1	ioIscEleg1	Ischnura elegans	.	70895	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Palaeoptera	Odonata
ioPlaPenn1	ioPlaPenn1	Platycnemis pennipes	.	126177	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Palaeoptera	Odonata
ioSymStri1	ioSymStri1	Sympetrum striolatum	common darter	6964	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Palaeoptera	Odonata
ipIsoGram3	ipIsoGram3	Isoperla grammatica	common yellow sally	50623	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Plecoptera
ipLeuNigr2	ipLeuNigr2	Leuctra nigra	.	143733	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Plecoptera
ipNemDubi1	ipNemDubi1	Nemoura dubitans	.	62802	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Plecoptera
ipNemPict2	ipNemPict2	Nemurella pictetii	.	62802	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Plecoptera
ipProMont4	ipProMont4	Protonemura montana	.	62802	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Plecoptera
iyAncNigr1	iyAncNigr1	Ancistrocerus nigricornis	early mason wasp	7438	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyAndBuce1	iyAndBuce1	Andrena bucephala	big headed mining bee	48719	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyAndDors1	iyAndDors1	Andrena dorsata	short fringed mining bee	48719	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyAndFulv1	iyAndFulv1	Andrena fulva	tawny mining bee	48719	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyAndHaem1	iyAndHaem1	Andrena haemorrhoa	red tailed mining bee	48719	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyAndHatt1	iyAndHatt1	Andrena hattorfiana	large scabious mining bee	48719	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyAndMinu1	iyAndMinu1	Andrena minutula	common mini mining bee	48719	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyAnoNige1	iyAnoNige1	Anoplius nigerrimus	.	27515	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyAthRosa1	iyAthRosa1	Athalia rosae	turnip sawfly	2982298	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyAthRosa1	iyAthRosa2	Athalia rosae	turnip sawfly	2982298	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyBomHort1	iyBomHort1	Bombus hortorum	garden bumblebee	7458	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyBomPasc1	iyBomPasc1	Bombus pascuorum	common carder bee	7458	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyBomPrat1	iyBomPrat1	Bombus pratorum	early bumblebee	7458	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyBomTerr1	iyBomTerr1	Bombus terrestris	buff tailed bumblebee	7458	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyBuaLabo1	iyBuaLabo1	Buathra laborator	.	7408	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyCamRapt1	iyCamRapt1	Campoletis raptor	.	7408	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyCerRyby1	iyCerRyby1	Cerceris rybyensis	ornate tailed digger wasp	253718	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyCliInci1	iyCliInci1	Clistopyga incitator	.	7408	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyCoeConi1	iyCoeConi1	Coelioxys conoideus	.	124286	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyDolMedi1	iyDolMedi1	Dolichovespula media	median wasp	7438	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyEctCont1	iyEctCont1	Ectemnius continuus	.	253718	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyEctLitu1	iyEctLitu1	Ectemnius lituratus	.	253718	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyIchXant1	iyIchXant1	Ichneumon xanthorius	.	7408	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyLasLatv2	iyLasLatv2	Lasioglossum lativentre	furry claspered furrow bee	77572	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyLasMori1	iyLasMori1	Lasioglossum morio	common green furrow bee	77572	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyLasPaux1	iyLasPaux1	Lasioglossum pauxillum	base banded furrow bee	77572	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyMegLign1	iyMegLign1	Megachile ligniseca	wood carving leafcutter bee	124286	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyMegWill1	iyMegWill1	Megachile willughbiella	Willughby's leafcutter bee	124286	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyMimDahl1	iyMimDahl1	Mimumesa dahlbomi	.	253718	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyNetDila1	iyNetDila1	Netelia fuscicornis	.	7408	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyNomFabr1	iyNomFabr1	Nomada fabriciana	Fabricius' nomad bee	7458	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyNomFuca1	iyNomFuca1	Nomada fucata	painted nomad bee	7458	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyNysSpin1	iyNysSpin1	Nysson spinosus	large spurred digger wasp	253718	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyOphLute1	iyOphLute1	Ophion slaviceki	.	7408	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyPemLugu1	iyPemLugu1	Pemphredon lugubris	mournful wasp	253718	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyRhoChlo1	iyRhoChlo1	Rhogogaster chlorosoma	narrow striped Rhogogaster	27532	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyStePhae1	iyStePhae1	Stelis phaeoptera	plain dark bee	124286	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyTenMeso1	iyTenMeso1	Tenthredo mesomela	common green Tenthredo	27532	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyTenNoth1	iyTenNoth1	Tenthredo notha	.	27532	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyTipFemo1	iyTipFemo1	Tiphia femorata	beetle killing wasp	92421	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyVesCrab1	iyVesCrab1	Vespa crabro	European hornet	7438	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyVesGerm1	iyVesGerm1	Vespula germanica	German wasp	7438	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyVesVulg1	iyVesVulg1	Vespula vulgaris	common wasp	7438	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyVesVulg1	iyVesVulg2	Vespula vulgaris	common wasp	7438	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyVesVulg1	iyVesVulg3	Vespula vulgaris	common wasp	7438	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
iyVesVulg1	iyVesVulg5	Vespula vulgaris	common wasp	7438	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	.	Neoptera	Hymenoptera
jaDiaLine6	jaDiaLine6	Diadumene lineata	orange striped anemone	478428	Eukaryota	Metazoa	Cnidaria	.	Anthozoa	.	.	Actiniaria
jaMetSeni4	jaMetSeni4	Metridium senile	brown sea anemone	37511	Eukaryota	Metazoa	Cnidaria	.	Anthozoa	.	.	Actiniaria
jaNemVect1	jaNemVect1	Nematostella vectensis	.	45349	Eukaryota	Metazoa	Cnidaria	.	Anthozoa	.	.	Actiniaria
jhCanCock6	jhCanCock6	Candelabrum cocksii	(a hydroid)	264048	Eukaryota	Metazoa	Cnidaria	.	Hydrozoa	.	.	Anthoathecata
jrHalOcto1	jrHalOcto1	Haliclystus octoradiatus	spotted kaleidoscope jellyfish	1927917	Eukaryota	Metazoa	Cnidaria	.	Staurozoa	.	.	Stauromedusae
kaAplTurb1	kaAplTurb1	Aplidium turbinatum	(a colonial sea squirt)	201955	Eukaryota	Metazoa	Chordata	Tunicata	Ascidiacea	.	.	Aplousobranchia
kaAscMent1	kaAscMent1	Ascidia mentula	(a solitary sea squirt)	30274	Eukaryota	Metazoa	Chordata	Tunicata	Ascidiacea	.	.	Phlebobranchia
kaClaLepa1	kaClaLepa1	Clavelina lepadiformis	light bulb sea squirt	159415	Eukaryota	Metazoa	Chordata	Tunicata	Ascidiacea	.	.	Aplousobranchia
kcLamFluv1	kcLamFluv1	Lampetra fluviatilis	European river lamprey	7746	Eukaryota	Metazoa	Chordata	Craniata	Hyperoartia	.	.	Petromyzontiformes
laTriPals1	laTriPals1	Triglochin palustris	.	55434	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	.	.	Alismatales
lpBroSter1	lpBroSter1	Bromus sterilis	barren brome	4479	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	.	.	Poales
lpCarAren1	lpCarAren1	Carex arenaria	.	4609	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	.	.	Poales
lpCarDepa1	lpCarDepa1	Carex depauperata	.	4609	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	.	.	Poales
lpCarDivu1	lpCarDivu1	Carex divulsa	.	4609	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	.	.	Poales
lpCarPend1	lpCarPend1	Carex pendula	pendulous sedge	4609	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	.	.	Poales
lpCarRost1	lpCarRost1	Carex rostrata	.	4609	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	.	.	Poales
lpCarSylv1	lpCarSylv1	Carex sylvatica	.	4609	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	.	.	Poales
lpJunEffu1	lpJunEffu1	Juncus effusus	.	14101	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	.	.	Poales
lpLuzSylv1	lpLuzSylv1	Luzula sylvatica	.	14101	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	.	.	Poales
lpPhrAust1	lpPhrAust1	Phragmites australis	common reed	4479	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	.	.	Poales
lpSchLacu1	lpSchLacu1	Schoenoplectus lacustris	.	4609	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	.	.	Poales
lpSchTriq1	lpSchTriq1	Schoenoplectus triqueter	club rush	4609	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	.	.	Poales
mCanLor1	mCanLor1	Canis lupus	Greenland wolf	9608	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	Sarcopterygii	.	Laurasiatheria
mCerEla1	mCerEla1	Cervus elaphus	red deer	9850	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	Sarcopterygii	.	Laurasiatheria
mDelDel1	mDelDel1	Delphinus delphis	saddleback dolphin	9726	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	Sarcopterygii	.	Laurasiatheria
mEptNil1	mEptNil1	Eptesicus nilssonii	northern bat	9431	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	Sarcopterygii	.	Laurasiatheria
mGloMel1	mGloMel1	Globicephala melas	long finned pilot whale	9726	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	Sarcopterygii	.	Laurasiatheria
mHypAmp2	mHypAmp2	Hyperoodon ampullatus	northern bottlenose whale	9756	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	Sarcopterygii	.	Laurasiatheria
mLagAlb1	mLagAlb1	Lagenorhynchus albirostris	white beaked dolphin	9726	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	Sarcopterygii	.	Laurasiatheria
mMarMar1	mMarMar1	Martes martes	European pine marten	9655	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	Sarcopterygii	.	Laurasiatheria
mMelMel3	mMelMel3	Meles meles	European badger	9655	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	Sarcopterygii	.	Laurasiatheria
mMusMuc1	mMusMuc1	Mus musculus	house mouse	10066	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	Sarcopterygii	.	Euarchontoglires
mOrcOrc1	mOrcOrc1	Orcinus orca	killer whale	9726	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	Sarcopterygii	.	Laurasiatheria
mPipPyg2	mPipPyg2	Pipistrellus pygmaeus	soprano pipistrelle	9431	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	Sarcopterygii	.	Laurasiatheria
mPleAur1	mPleAur1	Plecotus auritus	brown big eared bat	9431	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	Sarcopterygii	.	Laurasiatheria
mSteCoe1	mSteCoe1	Stenella coeruleoalba	striped dolphin	9726	Eukaryota	Metazoa	Chordata	Craniata	Mammalia	Sarcopterygii	.	Laurasiatheria
paTetJugo1	paTetJugo1	Tetramitus jugosus	.	5765	Eukaryota	.	Heterolobosea	.	.	.	.	.
pxEimPrae1	pxEimPrae1	Eimeria praecox	Coccidian parasite	5799	Eukaryota	.	Apicomplexa	.	Conoidasida	.	.	Eucoccidiorida
qcStrAcum1	qcStrAcum1	Strigamia acuminata	.	126955	Eukaryota	Metazoa	Arthropoda	Myriapoda	Chilopoda	.	.	Geophilomorpha
qhLepNord3	qhLepNord3	Lepeophtheirus nordmannii	sea louse	72034	Eukaryota	Metazoa	Arthropoda	Crustacea	Hexanauplia	Multicrustacea	Neocopepoda	Podoplea
qqAmaFero1	qqAmaFero1	Amaurobius ferox	.	107460	Eukaryota	Metazoa	Arthropoda	Chelicerata	Arachnida	.	.	Araneae
qqArgBrue1	qqArgBrue1	Argiope bruennichi	wasp spider	6913	Eukaryota	Metazoa	Arthropoda	Chelicerata	Arachnida	.	.	Araneae
