Reference sample,Sample,Common name,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species
icLepMacu1,icLepMacu1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Cerambycidae,Rutpela,Rutpela maculata
icLocCapr1,icLocCapr1,Willow leaf beetle,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Lochmaea,Lochmaea capreae
icLocCrat2,icLocCrat2,Hawthorn leaf beetle,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Lochmaea,Lochmaea crataegi
icMalBipu1,icMalBipu1,Common malachite beetle,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Melyridae,Malachius,Malachius bipustulatus
icMelMelo1,icMelMelo1,Cockchafer,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Melolontha,Melolontha melolontha
icNebBrev1,icNebBrev1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria,Nebria brevicollis
icNebSali1,icNebSali1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria,Nebria salina
icOcyOlen1,icOcyOlen1,Devil's coach horse,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Staphylinidae,Ocypus,Ocypus olens
icOphArdo1,icOphArdo1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Carabidae,Ophonus,Ophonus ardosiacus
icPhiCogn1,icPhiCogn1,Rove beetle,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Staphylinidae,Philonthus,Philonthus cognatus
icPodAlpi1,icPodAlpi1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Cantharidae,Podabrus,Podabrus alpinus
icPolCerv1,icPolCerv1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Curculionidae,Polydrusus,Polydrusus cervinus
icPteMadi1,icPteMadi3,Black clock beetle,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus madidus
icPteMadi1,icPteMadi1,Black clock beetle,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus madidus
icPteNige1,icPteNige1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus niger
icPyrSerr1,icPyrSerr1,Red-headed cardinal beetle,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Pyrochroa,Pyrochroa serraticornis
icRhaFulv1,icRhaFulv1,Common red soldier beetle,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha fulva
icSilAtra2,icSilAtra2,Black snail beetle,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Silphidae,Silpha,Phosphuga atrata
idAcrOrbc1,idAcrOrbc1,Top-horned hunchback,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Acroceridae,Acrocera,Acrocera orbiculus
idBacElon1,idBacElon1,Gossamer hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Baccha,Baccha elongata
idBelPand1,idBelPand1,Bisetose emerald-bottle,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Calliphoridae,Bellardia,Bellardia pandia
idBerChal2,idBerChal2,Yellow-legged black legionnaire,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Stratiomyidae,Beris,Beris chalybata
idBibMarc1,idBibMarc1,St. mark's fly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Bibionidae,Bibio,Bibio marci
idBleFall4,idBleFall4,Pine hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Blera,Blera fallax
idBomDisc1,idBomDisc1,Dotted bee fly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Bombyliidae,Bombylius,Bombylius discolor
idBomMajo1,idBomMajo1,Dark edged bee fly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Bombyliidae,Bombylius,Bombylius major
idBraLaph1,idBraLaph1,Forest hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Brachypalpus,Brachypalpus laphriformis
idCalVomi1,idCalVomi1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Calliphoridae,Calliphora,Calliphora vomitoria
idCheImpr3,idCheImpr3,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Cheilosia,Cheilosia impressa
idChePaga1,idChePaga1,Parsley cheilosia,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Cheilosia,Cheilosia pagana
idCheUrba1,idCheUrba1,Hawkweed cheilosia,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Cheilosia,Cheilosia urbana
idCheVern2,idCheVern2,Yarrow cheilosia,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Cheilosia,Cheilosia vernalis
idCheVulp2,idCheVulp2,Large burdock cheilosia,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Cheilosia,Cheilosia vulpina
idChrBici1,idChrBici1,Two-banded wasp hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Chrysotoxum,Chrysotoxum bicinctum
idCisGlob1,idCisGlob1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Tachinidae,Cistogaster,Cistogaster globosa
idCluTigr1,idCluTigr1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Clusiidae,Clusia,Clusia tigrina
idCoePili4,idCoePili4,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Coelopidae,Coelopa,Coelopa pilipes
idCorMarg1,idCorMarg1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Sciomyzidae,Coremacera,Coremacera marginata
idCriBerb1,idCriBerb1,Dimorphic bear hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Criorhina,Criorhina berberina
idDasAlbo1,idDasAlbo1,Stripe-backed dasysyrphus,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Dasysyrphus,Dasysyrphus albostriatus
idEpiBalt1,idEpiBalt1,Marmalade hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Episyrphus,Episyrphus balteatus
idEpiEuco1,idEpiEuco1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Epistrophella,Epistrophella euchroma
idEpiGros1,idEpiGros1,Broad-banded epistrophe,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Epistrophe,Epistrophe grossulariae
idEpiSucc1,idEpiSucc1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Tachinidae,Epicampocera,Epicampocera succincta
idEriArbu1,idEriArbu1,Plane-faced dronefly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Eristalis,Eristalis arbustorum
idEriPert2,idEriPert2,Tapered dronefly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Eristalis,Eristalis pertinax
idEriSepu1,idEriSepu1,Small spotty-eyed dronefly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Eristalinus,Eristalinus sepulchralis
idEriTena2,idEriTena2,The dronefly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Eristalis,Eristalis tenax
idEupCoro1,idEupCoro1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes corollae
idEupLati1,idEupLati1,Meadow field syrph,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes latifasciatus
idGymRotn1,idGymRotn1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Tachinidae,Gymnosoma,Gymnosoma rotundatum
idLeuLate1,idLeuLate1,Dark-saddled leucozona,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Leucozona,Leucozona laternaria
idLypDubi1,idLypDubi1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Tachinidae,Lypha,Lypha dubia
idMacAtri3,idMacAtri3,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Asilidae,Machimus,Machimus atricapillus
idMelAuri2,idMelAuri2,Spotted meliscaeva,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Meliscaeva,Meliscaeva auricollis
idMelMell2,idMelMell2,Dumpy grass hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Melanostoma,Melanostoma mellinum
idMyaFlor2,idMyaFlor2,Batman hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Myathropa,Myathropa florea
idMyoTess1,idMyoTess1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Conopidae,Myopa,Myopa tessellatipennis
idNemNigr1,idNemNigr1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Stratiomyidae,Nemotelus,Nemotelus nigrinus
idNeoCyan1,idNeoCyan1,Common awl robberfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Asilidae,Neoitamus,Neoitamus cyanurus
idNeoInte1,idNeoInte1,Bulrush neoascia,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Neoascia,Neoascia interrupta
idNepAppe1,idNepAppe1,Spotted cranefly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma appendiculata
idNepFlae1,idNepFlae1,Cranefly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma flavescens
idNepScut1,idNepScut1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Pipunculidae,Nephrocerus,Nephrocerus scutellatus
idNowFero1,idNowFero1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Tachinidae,Nowickia,Nowickia ferox
idPheCory1,idPheCory1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Sciomyzidae,Pherbina,Pherbina coryleti
idPhyMeln1,idPhyMeln1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Rhinophoridae,Phyto,Phyto melanocephala
idPlaAlba1,idPlaAlba3,White-footed hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Platycheirus,Platycheirus albimanus
idPlaAlba1,idPlaAlba4,White-footed hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Platycheirus,Platycheirus albimanus
idPlaAlba1,idPlaAlba1,White-footed hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Platycheirus,Platycheirus albimanus
idPoeNobi2,idPoeNobi2,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Dolichopodidae,Poecilobothrus,Poecilobothrus nobilitatus
idPolAmen1,idPolAmen1,Black-bellied clusterfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Polleniidae,Pollenia,Pollenia amentaria
idPolAngu1,idPolAngu1,Narrow-cheeked clusterfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Polleniidae,Pollenia,Pollenia angustigena
idPolDomi1,idPolDomi1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Muscidae,Polietes,Polietes domitor
idProAzur1,idProAzur1,Bird blowfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Calliphoridae,Protocalliphora,Protocalliphora azurea
idRhiCamp1,idRhiCamp1,Common snout-hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Rhingia,Rhingia campestris
idSarCaer1,idSarCaer1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Sarcophagidae,Sarcophaga,Sarcophaga caerulescens
idSarRose1,idSarRose1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Sarcophagidae,Sarcophaga,Sarcophaga rosellei
idSarSubv1,idSarSubv1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Sarcophagidae,Sarcophaga,Sarcophaga subvicina
idSarVari1,idSarVari1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Sarcophagidae,Sarcophaga,Sarcophaga variegata
idScaPyra1,idScaPyra1,Pied hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Scaeva,Scaeva pyrastri
idSicFerr1,idSicFerr1,Ferruginous bee-grabber,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Conopidae,Sicus,Sicus ferrugineus
idSphTaen1,idSphTaen1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria taeniata
idStoLuna1,idStoLuna1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Rhiniidae,Stomorhina,Stomorhina lunata
idSuiVari3,idSuiVari3,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Heleomyzidae,Suillia,Suillia variegata
idSyrPipi1,idSyrPipi10,Thick-legged hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Syritta,Syritta pipiens
idSyrPipi1,idSyrPipi11,Thick-legged hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Syritta,Syritta pipiens
idSyrPipi1,idSyrPipi2,Thick-legged hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Syritta,Syritta pipiens
idSyrPipi1,idSyrPipi5,Thick-legged hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Syritta,Syritta pipiens
idSyrPipi1,idSyrPipi6,Thick-legged hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Syritta,Syritta pipiens
idSyrPipi1,idSyrPipi7,Thick-legged hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Syritta,Syritta pipiens
idSyrPipi1,idSyrPipi8,Thick-legged hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Syritta,Syritta pipiens
idSyrPipi1,idSyrPipi9,Thick-legged hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Syritta,Syritta pipiens
idSyrPipi1,idSyrPipi1,Thick-legged hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Syritta,Syritta pipiens
idTacFera2,idTacFera2,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina fera
idTacLuri1,idTacLuri1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina lurida
idTheAcut1,idTheAcut1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Tachinidae,Thecocarcelia,Thecocarcelia acutangulata
idTheAtra2,idTheAtra2,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Conopidae,Thecophora,Thecophora atra
idTheSoli1,idTheSoli1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Tachinidae,Thelaira,Thelaira solivaga
idVolBomb1,idVolBomb1,Bumblebee hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Volucella,Volucella bombylans
idVolInan1,idVolInan1,Lesser hornet hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Volucella,Volucella inanis
idVolInfl1,idVolInfl1,Cossus hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Volucella,Volucella inflata
idXanPedi1,idXanPedi1,Hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Xanthogramma,Xanthogramma pedissequum
idXylSylv2,idXylSylv2,Golden-tailed hoverfly,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Xylota,Xylota sylvarum
ihAcaHaem1,ihAcaHaem1,Hawthorn shieldbug,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Acanthosomatidae,Acanthosoma,Acanthosoma haemorrhoidale
ihAelAcum1,ihAelAcum1,Bishop's mitre shieldbug,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pentatomidae,Aelia,Aelia acuminata
ihDrePlat2,ihDrePlat2,Common sycamore aphid,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,Drepanosiphum,Drepanosiphum platanoidis
ihGonAcut1,ihGonAcut1,Box bug,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Coreidae,Gonocerus,Gonocerus acuteangulatus
ihRhaNebu1,ihRhaNebu1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pentatomidae,Rhaphigaster,Rhaphigaster nebulosa
iiAthCine2,iiAthCine2,.,Eukaryota,Metazoa,Arthropoda,Insecta,Trichoptera,Leptoceridae,Athripsodes,Athripsodes cinereus
iiGlyPell1,iiGlyPell1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Trichoptera,Limnephilidae,Glyphotaelius,Glyphotaelius pellucidus
iiLimLuna2,iiLimLuna2,.,Eukaryota,Metazoa,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilus,Limnephilus lunatus
iiLimMarm1,iiLimMarm1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilus,Limnephilus marmoratus
iiLimRhom1,iiLimRhom1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilus,Limnephilus rhombicus
ilAbrTril1,ilAbrTril1,Dark spectacle,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Abrostola,Abrostola triplasia
ilAbrTrip1,ilAbrTrip1,The spectacle,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Abrostola,Abrostola tripartita
ilAceEphe1,ilAceEphe1,Water veneer,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Acentria,Acentria ephemerella
ilAchFlav2,ilAchFlav2,Yellow horned,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Drepanidae,Achlya,Achlya flavicornis
ilAclCris2,ilAclCris2,Tufted button,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,Acleris cristana
ilAclEmar1,ilAclEmar1,Notch-wing button,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,Acleris emargana
ilAclLite1,ilAclLite1,Lichen button,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,Acleris literana
ilAclSpar1,ilAclSpar1,Ashy button,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,Acleris sparsana
ilAcrAcer1,ilAcrAcer1,The sycamore,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Acronicta,Acronicta aceris
ilAcrLepo1,ilAcrLepo1,The miller,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Acronicta,Acronicta leporina
ilAcrPsix1,ilAcrPsix1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Acronicta,Acronicta psi
ilAcrSuav1,ilAcrSuav1,Thicket knot-horn,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pyralidae,Acrobasis,Acrobasis suavella
ilAglIoxx1,ilAglIoxx1,European peacock,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Inachis,Inachis io
ilAglUrti1,ilAglUrti1,Small tortoiseshell,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aglais,Nymphalis urticae
ilAgoAren1,ilAgoAren1,Brindled flat-body,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix arenella
ilAgoSubp1,ilAgoSubp1,Ruddy flat-body,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix subpropinquella
ilAgrAura1,ilAgrAura1,Scarce umber,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Agriopis,Agriopis aurantiaria
ilAgrCirc1,ilAgrCirc1,The brick,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrochola,Agrochola circellaris
ilAgrLeuc1,ilAgrLeuc1,Spring usher,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Agriopis,Agriopis leucophaearia
ilAgrLota1,ilAgrLota1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrochola,Agrochola lota
ilAgrMaci1,ilAgrMaci1,Yellow-line quaker,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrochola,Agrochola macilenta
ilAgrMarg1,ilAgrMarg1,Dotted border,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Agriopis,Agriopis marginaria
ilAgrPuta1,ilAgrPuta1,Shuttle-shaped dart,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrotis,Agrotis puta
ilAgrTris1,ilAgrTris1,Common grass-veneer,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Agriphila,Agriphila tristella
ilAlcRepa2,ilAlcRepa2,Mottled beauty moth,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Alcis,Alcis repandata
ilAllOxya1,ilAllOxya1,Green-brindled crescent,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Allophyes,Allophyes oxyacanthae
ilAlsAesc1,ilAlsAesc1,March moth,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Alsophila,Alsophila aescularia
ilAmpBerb1,ilAmpBerb1,Svensson's copper underwing,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Amphipyra,Amphipyra berbera
ilAmpLuce6,ilAmpLuce6,.,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Amphipoea,Amphipoea lucens
ilAmpOcul1,ilAmpOcul1,Ear moth,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Amphipoea,Amphipoea oculea
ilAmpTrag2,ilAmpTrag2,Mouse moth,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Amphipyra,Amphipyra tragopoginis
ilAnaInnx2,ilAnaInnx2,Acer sober,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Anarsia,Anarsia innoxiella
ilAnoMund1,ilAnoMund1,Twin-spotted quaker,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Anorthoa,Anorthoa munda
ilAntCard3,ilAntCard3,Orange tip,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pieridae,Anthocharis,Anthocharis cardamines
ilAntChix2,ilAntChix2,.,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Antitype,Antitype chi
ilAntDeri1,ilAntDeri1,Streamer,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Anticlea,Anticlea derivata
ilApaEpom1,ilApaEpom1,Clouded brindle,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea epomidion
ilApaMono1,ilApaMono1,Dark arches,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea monoglypha
ilApaSord1,ilApaSord1,Rustic shoulder-knot,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens
ilApeSyri1,ilApeSyri1,Lilac beauty,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Apeira,Apeira syringaria
ilAplEffo1,ilAplEffo1,Lesser treble-bar,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Aplocera,Aplocera efformata
ilApoBetu1,ilApoBetu1,Birch marble,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Apotomis,Apotomis betuletana
ilApoBist1,ilApoBist1,Heath knot-horn,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pyralidae,Apomyelois,Apomyelois bistriatella
ilApoCapr1,ilApoCapr1,Sallow marble,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Apotomis,Apotomis capreana
ilApoCrat1,ilApoCrat1,Black veined white,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pieridae,Aporia,Aporia crataegi
ilApoHisp1,ilApoHisp1,Small brindled beauty,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Apocheima,Apocheima hispidaria
ilApoLima1,ilApoLima1,.,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Limacodidae,Apoda,Apoda limacodes
ilApoLuen1,ilApoLuen1,Northern deep-brown dart,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,Aporophyla lueneburgensis
ilApoNigr3,ilApoNigr3,.,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,Aporophyla nigra
ilApoTurb1,ilApoTurb1,White-shouldered marble,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Apotomis,Apotomis turbidana
ilArcCraa1,ilArcCraa1,Brown oak tortrix,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Archips,Archips crataeganus
ilArcXylo1,ilArcXylo1,Variegated golden tortrix,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Archips,Archips xylosteana
ilAriAges1,ilAriAges2,Brown argus,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Aricia,Aricia agestis
ilAriAges1,ilAriAges1,Brown argus,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Aricia,Aricia agestis
ilAriArta2,ilAriArta2,Northern brown argus,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Aricia,Aricia artaxerxes
ilAteCent1,ilAteCent1,Centre-barred sallow,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Atethmia,Atethmia centrago
ilAthMouf1,ilAthMouf1,Dotted grey groundling,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Athrips,Athrips mouffetella
ilAutGamm1,ilAutGamm1,Silver y,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Autographa,Autographa gamma
ilAutPulc1,ilAutPulc1,Beautiful golden y,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Autographa,Autographa pulchrina
ilBemIchn1,ilBemIchn1,Six-belted clearwing,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Sesiidae,Bembecia,Bembecia ichneumoniformis
ilBicAnyn1,ilBicAnyn1,Squinting bush brown,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Bicyclus,Bicyclus anynana
ilBisBetu1,ilBisBetu1,Peppered moth,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Biston,Biston betularia
